A4             144.3-15.5         21                       21                          21                  -0.17  6.1 40 12.8  1.630                  20.0 87          1.5  99 indef.
A12            198.6-06.3  0.119  3                   8.93 3                      8.06 3                   -0.87  2.0 34  9.5  0.219                  37.0 78         36.0  99 IIbD
A18            216.0-00.2  0.152  3                   7.99 3                      7.97 3                   -0.02  1.6 34  8.9  0.006                  73.0 67         17.0  99 ID
A20            214.9+07.8  0.125  3                   8.80 3                           3                          2.0 34  9.3  0.271                  67.0 67          7.0  99 (I/IIa)D*
A24            217.1+14.7         21                       21                          21                  +0.43  0.3 37  7.8  0.076   +0.9    14.0  354.8 87         36.0  99 indef.
A35            303.6+40.0         21                       21                          21                  -0.10  0.2 47  7.5  0.129   -5.9    15.1  772.0 87        255.0  99 indef.
A50            078.5+18.7  0.089  21                       21                          21                  -0.40  2.8 40  7.5  0.898 -145.2   175.2   27.0 87          1.0  99 IIaC
A65            017.3-21.9  0.260: 22                  8.18 22                     7.33 22                  -0.85  1.5 40  6.3  0.559  +21.8     1.9  104.0 87          4.0  99 IIaF
A70            038.1-25.4  0.180  22                  7.98 22                     7.52 22                  -0.46  3.5 40  5.5  1.501  -69.0   145.0   42.0 87         12.0  99 IIaE
A71            084.9+04.4         21                       21                          21                  +0.38  0.9 40  7.6  0.069                 158.0 87         82.8  99 indef.
A77            097.5+03.1         21                  8.41 21                     7.02 21                  -1.39  1.5 40  7.9  0.081 -103.4   122.5   65.8 87        307.6  99 indef.
A82            114.0-04.6         21                       21                          21                  -0.28  2.0 40  8.6  0.160  -24.6    25.4   81.0 87          5.3  99 indef.
Al2-0          358.3-02.5  0.160  6                   8.66 6                      8.43 6                   -0.23  5.7 35  1.9  0.249  -70.4    43.1    2.4 83         36.8  98 VF
BD+30 3639     064.7+05.0  0.043: 21                  8.66 24                     8.04 24                  -0.62  1.5 48  7.1  0.131  -17.1    61.1    5.0 80        600.0  99 IIbC/IIIB
Bl3-13         000.9-02.0  0.105  6                   8.91 6                      7.68 6                   -1.23  6.9 35  0.7  0.241 +255.0   207.7    5.2 77,72      10.0  91 VF
BoBn1          108.4-76.1  0.098  23                  7.76 23                     7.91 23                  +0.15 10.8 39  8.8 10.484 +192.0   192.7    3.0 71               -- IVF
BV1            119.3+00.3  0.165  23                  8.48 23                     8.56 23                  +0.08  2.2 33  8.9  0.011                  18.0 79               -- ID
BV5-1          119.3+00.3  0.174  21                  8.48 21                     8.65 21                  +0.17  4.1 54 10.3  0.021  -66.7    39.4   41.6 87         17.7  99 IF
Cn1-5          002.2-09.4  0.110  13,23               9.04 13,23                  8.46 13,23               -0.58  4.9 33  2.8  0.800  -22.6    43.0    7.0 87         44.0  99 VF
Cn2-1          356.2-04.4  0.110  4                   8.80 4                      8.28 4                   -0.52  3.6 40  4.0  0.276 -161.8   143.1    1.7 87         49.0  99 VF
Cn3-1          038.2+12.0  0.038: 21                  8.67 16,21                  9.12 21                  +0.45  2.9 40  5.7  0.603   +3.6    71.3    5.0 88         75.0  99 IIaC
CRL 618        166.4-06.5         21                       21                          21                  -0.10  3.5 33 11.0  0.396                  12.0 87         67.0  99 indef.
DdDm1          061.9+41.3  0.096  10,9,23             8.13 10,9,23                7.44 10,9,23             -0.69 11.0 33  8.2  7.280 -289.6   297.4    0.6 79          6.0  99 IVF
Fg1            290.5+07.9  0.123  12,17,22            8.53 12,17,16,22            7.88 12,17               -0.66  2.4 40  7.1  0.330  +22.3    66.4   27.2 87         55.0  99 IIbC/IIIB
H1-11          002.6+08.1  0.106  6                   8.67 6                      8.02 6                   -0.65  6.7 40  1.0  0.944  +14.5    75.7    6.0 87         13.0  99 VF
H1-13          352.8-00.2  0.123  6                   8.99 6                      8.84 6                   -0.15  0.8 40  6.8  0.003  -18.8    11.2   14.0 87        620.0  99 VA
H1-14          001.7+05.7  0.103  6                   8.27 6                      7.62 6                   -0.65  5.6 35  2.0  0.556  +70.2    45.2    6.6 67         22.0  99 VF
H1-15          001.4+05.3  0.100  4                   8.69 4                      7.43 4                   -1.26  5.6 40  2.0  0.517  +42.8    22.1    4.3 87         13.0  99 VF
H1-16          000.1+04.3  0.093  4                   8.87 4                      8.09 4                   -0.78      --              +65.0            1.8 88         58.4  95 (V/IIb/III/IV)D
H1-17          358.3+03.0  0.083  4                   8.32 4                      8.08 4                   -0.24 10.8 33  3.2  0.565  -20.7     8.0    0.9 87         35.0  99 VF
H1-18          357.6+02.6  0.174  21                  8.71 16,21                  8.96 21                  +0.25  7.4 54  0.4  0.336 -212.7    38.5    1.5 88         33.0  99 VF
H1-19          358.9+03.4  0.117  4                   8.47 4                      8.24 4                   -0.23  4.9 33  2.7  0.291  +32.5    43.2    1.4 87         26.0  99 VF
H1-20          358.9+03.2  0.115  4                   8.80 4                      8.47 4                   -0.33  4.1 40  3.5  0.229 +198.6   205.6    4.0 87         43.9  99 VF
H1-23          357.6+01.7  0.141  21                  8.76 16,21                  8.58 21                  -0.18  4.7 33  2.9  0.139  -63.8    42.9    2.5 88         34.8  99 VF
H1-27          005.0+04.4  0.135  4                   8.90 4                      8.72 4                   -0.18  4.7 40  3.0  0.361  +29.4    13.0    0.8 87         18.0  99 VF
H1-29          355.2-02.5  0.107  4                   8.75 4                      8.21 4                   -0.54      --               -9.1           10.0 68               -- (V/IIa)D
H1-30          352.0-04.6  0.147  6                   8.76 6                      8.78 6                   +0.02  5.2 35  2.6  0.417   -6.0    78.2    5.4 67         81.3  99 VF
H1-31          355.1-02.9  0.100  4                   8.77 4                      8.21 4                   -0.56 11.8 54  4.3  0.597  +55.2    76.6    0.7 88         16.0  99 VF
H1-32          355.6-02.7  0.096  4                   8.55 4                      7.68 4                   -0.87  7.7 54  0.6  0.363 -212.2    70.0    1.0 88         37.0  99 VF
H1-33          355.7-03.0  0.123  4                   8.82 4                      8.51 4                   -0.31  8.9 33  1.4  0.466 -112.2    11.7    2.7 87         12.0  99 VF
H1-34          005.5+02.7  0.013: 6                   8.45 6                      8.14 6                   -0.31 10.5 35  3.0  0.495  +23.6    21.8    2.0 82         13.2  97 VF
H1-35          355.7-03.5  0.083  13                  8.27 13                     7.38 13                  -0.89  2.5 33  5.1  0.153 +131.2   143.5    1.1 87         72.0  99 VF
H1-39          356.5-03.9  0.040: 4                   8.67 4                      7.28 4                   -1.39  7.5 33  0.5  0.510  -77.4   208.0    1.7 87         13.0  99 VF
H1-40          359.7-02.6  0.098  4                   8.36 4                      7.90 4                   -0.46  3.5 33  4.1  0.159  +72.7    74.1    1.3 88         31.0  99 VF
H1-41          356.7-04.8  0.123  6                   8.64 6                      7.95 6                   -0.69  6.0 35  1.7  0.502  +81.1   144.4    9.6 67         12.0  99 VF
H1-42          357.2-04.5  0.106  6                   8.69 6                      8.27 6                   -0.42  4.9 35  2.7  0.384  -71.2    44.2    5.8 67         40.0  99 VF
H1-43          357.1-04.7  0.011: 6                   8.84 6                      8.44 6                   -0.40 11.1 35  3.5  0.910  +56.9    75.5    2.0 66          6.0  99 VF
H1-44          358.9-03.7  0.100  21                  8.67 21                     8.46 21                  -0.21  3.2 40  4.4  0.207 +105.5   110.0    3.6 76               -- VD
H1-45          002.0-02.0  0.099  6                   7.52 6                      7.39 6                   -0.13  7.7 35  0.3  0.269  -10.0   292.0    6.0 77         23.5  99 VF
H1-46          358.5-04.2  0.096  6                   8.35 6                      7.93 6                   -0.42  7.3 35  0.4  0.535  -36.1   121.6    1.2 88         43.0  99 VF
H1-47          001.2-03.0  0.008: 4                   8.85 4                      8.52 4                   -0.33 10.0 54  2.4  0.523 +116.4   102.3    2.5 87         10.0  99 VF
H1-50          358.7-05.2  0.102  4                   8.80 4                      8.09 4                   -0.71  4.4 33  3.2  0.399  +78.5    88.1    1.4 87         31.0  99 VF
H1-51          356.7-06.4  0.098  6                   9.51 6                      8.27 6                   -1.24  5.1 40  2.6  0.568 -200.4   165.4   13.2 67               -- VD
H1-54          002.1-04.2  0.081  13                  8.42 13,16                  7.43 13                  -0.99  4.9 33  2.7  0.359 -128.5   148.8    1.2 88         31.0  99 VF
H1-55          001.7-04.4         21                  9.51 21                     8.87 21                  -0.64      --              -26.8            2.5 88          5.3  92 indef.
